ID.	Age	Sex	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	h1	h2	h3	h4	h5	h6	h7	h8	h9	h10	h11	h12	h13	h14	h15	h16	h17	h18	h19	h20	h21	h22	h23	h24	h25	h26	h27	h28	h29	h30	h31	h32	h33	h34	h35	h36	h37	h38	h39	h40	h41	h42	eA1	eA2	eA3	eA4	eBafallx	eBafallhrs	eBaspringx	eBaspringhrs	eBbfallx	eBbfallhrs	eBbspringx	eBbspringhrs	eBcfallx	eBcfallhrs	eBcspringx	eBcsrpinghrs	eqF
308	22	1	3	3	5	2	5	4	5	5	5	4	4	5	5	4	5	4	4	2	5	5	4	3	4	5	4	4	5	5	5	4	3	5	4	4	5	4	4	4	2	5	5	5	5	5	5	2	2	3	1	3	5	1	5	4	5	2	5	5	3	5	5	4	3	5	3	5	5	3	5	2	4	4	2	3	2	2	5	3	5	4	2	5	1	1	1	1	6	17	6	10	3	5	4.5	8	7	3	7	3	38.8
309	23	1	3	2	3	2	5	3	4	5	4	4	4	5	3	4	4	4	4	3	4	4	3	3	3	3	4	5	5	5	5	4	3	4	4	3	NA	4	3	3	3	5	5	4	4	2	4	3	3	4	2	4	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	5	4	2	5	3	4	5	4	3	3	3	4	3	4	3	4	3	2	2	1	1	2	0.6	3	3	1	0.25	2	0.5	3	0.75	3	0.75	34
310	22	1	4	5	4	4	5	3	4	4	4	2	5	3	4	4	2	4	4	4	5	5	2	4	4	4	4	5	5	5	5	5	5	5	5	3	5	5	5	3	3	5	5	5	5	5	5	1	1	5	1	5	2	1	5	5	5	1	5	4	5	5	5	5	1	5	5	5	5	4	5	5	5	5	4	5	2	1	5	5	3	5	3	5	1	1	1	1	6	2.5	6	5	3	1.5	3	4	6	6	7	10	37
311	31	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	3	3	3	3	4	3	3	4	3	2	3	3	3	4	3	3	2	3	3	4	3	3	3	3	4	2	3	3	3	3	3	4	4	3	3	3	1	1	1	1	2	2	2	3	1	1	1	1	1	1	1	1	29.4
312	23	1	4	3	3	3	5	5	4	4	4	4	5	5	3	4	5	5	4	3	4	3	3	3	3	4	4	5	4	4	4	5	3	5	5	4	5	4	5	5	3	5	5	4	5	1	5	4	1	4	1	2	4	1	5	4	4	1	5	5	3	5	3	4	1	5	3	4	3	1	4	2	4	4	2	2	1	1	4	3	4	3	1	4	1	1	1	1	5	10	5	10	0	0	2	4	0	0	0	0	36.6
313	33	2	5	3	4	2	3	3	5	4	2	5	2	5	3	4	4	4	4	3	3	3	3	3	3	3	3	4	4	4	3	2	5	4	3	4	5	4	5	5	4	3	4	5	4	5	2	4	3	5	2	3	4	1	5	5	5	1	5	3	3	4	5	5	1	4	4	5	4	1	4	3	4	4	5	4	4	2	5	4	4	4	5	4	2	2	1	1	3	1.5	3	1.5	1	15	1	15	7	1.5	7	1.5	39.4
314	25	1	3	4	5	3	5	5	5	5	4	3	4	4	5	5	3	4	4	4	5	5	5	3	3	3	5	4	5	5	3	4	4	4	5	3	3	5	3	4	4	5	5	4	5	5	4	3	2	4	1	2	3	3	5	5	5	1	5	4	4	5	5	5	2	4	4	5	5	2	5	2	5	4	4	4	4	2	5	4	3	4	3	5	2	1	1	1	3	2	4	4	4	3	6	6	5	5	10	8	36
315	27	1	4	4	4	3	5	4	4	4	3	3	4	5	4	3	3	5	4	4	4	4	3	3	3	4	4	5	5	5	4	5	4	5	4	3	5	5	4	3	3	5	5	2	4	4	4	5	1	4	1	3	3	4	5	5	5	2	5	4	5	5	5	5	2	3	3	5	5	2	4	4	5	4	4	3	3	1	4	3	3	3	3	4	1	2	1	1	1	1	3	2.5	1	0.5	3	2	1	0.5	2	1	33
316	24	1	3	5	5	4	5	2	4	5	3	1	5	2	5	4	1	3	3	5	5	4	2	4	3	2	3	3	5	3	4	5	2	5	5	1	4	5	5	2	2	5	5	5	5	5	2	5	5	5	4	2	1	4	5	5	5	2	5	2	5	4	5	5	4	5	5	4	5	3	4	5	5	5	4	5	3	5	5	4	1	5	4	5	1	1	1	1	3	1.5	4	2.5	1	0.5	4	2.5	2	1	3	1.5	32.2
317	NA	NA	4	5	4	3	5	5	4	5	4	3	5	5	2	4	3	4	4	1	5	3	2	5	4	4	3	4	3	4	5	5	5	4	4	3	4	5	5	5	2	5	5	4	3	3	3	4	4	5	2	3	3	3	4	3	3	1	4	2	4	5	4	3	3	4	2	4	3	3	5	1	4	4	3	2	3	5	4	1	4	3	2	2	2	1	1	1	3	2.5	3	2.5	3	2.5	3	2.5	3	2.5	3	2.5	37
318	23	1	2	3	1	3	1	4	5	5	4	3	5	5	5	5	4	5	4	2	5	4	4	4	4	4	4	5	5	5	5	5	5	5	5	3	5	5	4	4	3	5	5	3	4	1	4	3	1	4	2	2	3	3	5	3	3	3	5	4	5	5	4	5	2	5	2	5	4	5	5	3	5	4	5	4	4	1	3	3	4	4	5	3	2	2	1	1	3	3	1	1	1	1	2	6	1	1	2	4	39.4
319	24	1	4	4	5	3	5	5	4	5	4	5	5	5	5	5	3	5	4	4	5	4	4	3	4	3	5	5	5	5	5	5	5	5	5	3	5	5	4	4	3	5	5	4	5	2	4	3	2	5	1	5	3	4	5	4	4	1	5	5	5	5	3	4	3	4	2	5	3	2	5	3	4	1	3	3	3	5	4	3	3	2	4	3	1	1	1	1	1	0.5	7	6	2	1	7	6	4	2	7	6	42.8
320	28	1	4	4	4	4	4	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	2	3	4	4	4	4	5	5	4	4	4	4	4	4	4	5	5	3	5	5	3	2	5	3	4	3	4	2	3	3	3	4	4	4	2	4	3	3	4	4	4	3	4	3	3	3	3	4	3	4	4	3	3	3	3	4	4	3	3	3	3	1	1	1	1	3	1	4	2	4	2	5	3	4	3	6	3	34.6
321	21	1	5	4	3	3	5	4	4	4	4	4	4	4	4	2	5	5	3	4	5	5	4	5	3	4	3	2	5	5	5	5	4	4	5	4	4	5	5	5	3	5	3	4	4	5	3	5	5	5	2	2	4	4	5	5	5	4	5	2	5	5	5	5	3	5	3	5	5	4	5	3	5	5	5	5	5	5	4	5	5	5	5	5	2	2	1	1	0	0	2	2.5	0	0	5	5.5	3	3.5	5	5.5	39
322	22	1	3	4	4	2	3	5	4	4	5	2	3	3	4	4	4	1	5	4	4	4	4	4	3	3	2	4	4	2	2	4	4	5	3	3	5	4	2	2	3	5	5	5	4	2	3	3	2	4	3	5	3	1	3	4	4	3	4	2	3	5	4	3	5	5	5	5	4	4	5	4	3	5	4	3	3	4	4	2	4	4	4	5	1	1	1	1	2	1	2	1	3	1.5	4	4	4	2	4	4	31.6
323	28	1	4	4	4	3	4	3	4	5	5	4	4	4	4	4	4	4	4	4	4	4	2	3	3	4	3	4	4	4	4	5	3	4	4	4	4	5	4	4	3	4	5	4	4	4	4	3	4	4	3	3	3	2	5	4	4	4	4	4	4	5	4	4	4	4	4	5	4	3	4	2	4	4	2	2	2	2	4	2	2	2	2	3	1	1	1	1	5	5	5	5	1	4	1	2	2	4	3	12	33.8
324	24	1	4	4	4	3	5	4	3	4	3	2	5	3	4	5	3	5	5	3	4	4	5	3	2	2	4	5	5	5	3	5	4	5	4	3	5	5	4	3	3	5	4	5	4	4	3	3	2	4	2	3	3	4	4	4	4	2	4	2	4	4	4	4	2	4	4	4	4	3	4	2	4	4	4	3	3	2	3	3	3	4	4	4	2	1	1	1	0	0	0	0	1	99915	2	2	3	1.5	3	1.5	37.2
325	32	1	3	4	3	2	5	4	3	4	4	3	4	5	3	5	4	5	5	4	5	4	1	3	4	4	4	5	4	5	3	5	5	4	5	4	5	4	3	4	2	5	5	5	4	5	1	5	5	5	3	3	4	2	5	5	5	5	5	1	5	5	5	5	5	5	3	4	5	4	5	4	3	5	5	5	5	2	4	4	3	4	5	5	2	2	2	1	0	0	0	0	0	0	7	7	0	0	3	3	38.8
326	25	1	3	3	4	2	5	3	5	5	5	5	5	5	3	4	3	5	4	3	5	5	1	3	3	4	4	5	5	4	4	5	5	5	5	5	5	5	4	5	2	5	5	5	5	5	5	4	2	5	1	4	2	1	5	5	5	1	5	4	5	5	5	5	2	5	5	5	5	1	5	4	4	5	2	4	NA	1	4	5	3	5	4	5	1	1	1	1	4	4	5	5	1	1	1	1	7	4	7	4	36.2
327	21	1	4	3	5	2	4	3	5	4	3	3	4	5	4	5	4	5	5	4	4	4	1	2	3	3	4	5	5	5	3	4	2	4	4	3	4	4	3	3	4	4	5	4	3	3	4	2	2	2	2	3	5	1	4	4	3	2	4	3	3	4	4	4	4	4	2	4	3	4	4	3	4	3	4	3	2	3	4	3	4	3	4	3	1	1	1	1	1	1	1	1	3	1.5	3	1.5	0	0	0	0	36.6
328	23	1	5	5	4	4	5	3	3	4	5	3	3	3	4	5	3	4	4	4	5	4	3	3	3	3	5	4	4	4	4	4	3	4	5	3	4	4	4	3	4	5	5	5	5	5	3	4	4	4	3	4	2	4	5	5	5	4	5	3	4	4	4	5	4	4	4	4	4	4	3	4	4	4	4	4	3	3	2	3	4	4	4	4	1	1	1	1	3	1.5	4	2	3	1	5	1.5	4	1	4	1	37
329	23	1	4	3	3	3	5	4	4	4	4	3	4	4	3	4	4	5	3	3	4	3	3	2	3	3	4	4	5	5	4	5	5	5	4	4	5	4	4	3	3	5	4	4	4	5	4	2	1	3	2	4	3	3	5	5	5	1	5	4	5	5	5	5	3	3	2	4	5	2	4	4	4	4	3	3	2	1	4	2	3	3	5	5	1	1	1	1	4	3.5	4	4	1	1	3	2.5	2	2	1	1	36.4
330	22	1	4	4	5	4	5	4	3	4	3	2	5	2	4	5	2	5	4	4	4	4	3	3	2	2	5	4	4	4	2	5	2	4	5	2	4	4	3	4	4	5	4	5	4	4	2	4	3	4	4	2	2	4	4	4	5	3	4	2	3	4	5	4	4	4	4	3	4	5	3	2	4	3	5	3	2	2	2	2	2	4	5	4	2	2	2	1	0	0	0	0	1.5	2	1.5	2	1.5	1	1.5	1	34.8
331	24	1	4	4	5	3	5	5	5	5	5	3	5	4	4	5	2	4	4	4	5	5	3	3	4	4	5	4	5	5	3	5	3	5	5	3	5	5	3	3	3	5	5	3	5	2	4	4	1	3	1	1	4	3	5	5	4	1	5	3	3	5	2	5	4	3	3	5	4	2	1	2	5	1	4	4	3	1	4	1	4	3	4	4	1	1	1	1	0	0	4.5	11	0	0	4.5	11	3	1.5	6	14	39.6
332	25	1	3	4	2	4	5	5	3	5	4	2	4	3	2	3	2	5	3	5	5	5	3	4	2	2	5	3	4	4	3	4	2	2	4	2	3	5	4	5	4	5	4	4	5	4	4	5	5	4	2	3	2	5	5	5	5	3	4	3	5	4	4	5	4	4	4	4	4	3	4	2	4	4	4	3	3	3	3	3	3	3	4	3	1	1	1	1	3	1.5	4	4	2	1	2.5	2.5	6	3	4	2	34.8
333	24	1	5	4	3	3	5	5	4	4	5	3	3	4	4	4	3	4	4	4	5	4	4	3	3	3	4	3	4	3	4	5	4	4	4	3	4	4	4	4	4	5	4	3	5	4	3	5	4	5	3	3	4	4	5	4	4	3	4	2	4	4	5	4	5	4	4	4	4	4	4	3	4	4	5	4	4	4	3	3	3	4	4	3	2	1	1	1	1	1	3	2	4	5	4	5	4	5	4	5	35.3555555555556
334	23	1	2	1	3	1	5	3	5	5	5	1	3	5	2	2	1	5	1	4	3	4	2	2	3	4	5	1	5	1	5	5	5	4	2	1	3	1	2	5	3	5	5	5	5	3	5	1	1	5	1	5	3	1	5	5	5	1	5	5	5	5	5	5	1	4	5	5	5	2	5	4	5	5	1	3	2	1	4	1	5	2	2	4	1	1	1	1	5	6	5	8	2	2	3.5	5	1	0.5	1	2	30.1555555555556
335	27	1	3	2	3	3	5	3	4	4	5	5	4	4	3	4	5	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	2	3	4	5	5	4	5	4	3	5	4	5	4	1	4	3	2	4	3	2	4	5	5	5	5	1	5	3	5	4	5	5	5	5	5	4	5	5	4	2	4	3	5	3	5	3	4	2	3	2	5	5	2	2	2	1	1	0.5	3	2	0	0	2	1	2	4	4	6	33.2
336	24	1	4	3	4	3	3	3	4	4	4	5	3	5	4	4	5	3	5	5	4	5	4	4	5	3	5	4	5	5	5	4	5	5	2	4	5	4	4	4	3	4	5	4	5	5	4	4	3	4	1	3	5	4	4	3	4	1	5	3	3	5	4	5	3	5	4	5	5	3	5	3	5	4	4	5	4	2	5	4	5	4	5	3	NA	NA	1	1	2.5	2.5	7	7	2.5	2.5	4.5	5.5	5.5	2.5	4.5	4.5	36
337	25	2	5	3	1	3	4	4	5	4	2	4	3	5	1	1	4	1	3	3	3	2	4	4	3	1	3	1	2	3	4	4	3	1	4	4	3	4	2	3	5	3	5	5	5	4	5	1	1	2	1	3	3	1	5	3	4	1	5	4	4	5	4	4	1	3	4	5	4	1	3	3	5	4	1	4	1	3	5	3	2	4	1	4	1	1	1	1	6	12	4	10	2	2	2	4	2	1	3	1.5	35.2
338	31	1	3	4	4	4	5	5	4	3	5	2	5	3	4	5	3	5	5	5	5	5	2	2	2	3	5	5	5	4	3	4	3	5	5	2	5	4	4	3	5	5	5	5	3	5	5	1	3	5	2	4	2	1	5	5	5	3	5	3	4	5	1	5	1	5	1	5	5	2	5	4	5	5	3	3	1	1	4	2	1	3	3	5	1	1	1	1	1	0.75	2	0.75	2	1	3	1.5	1	0.3	1	0.3	38.6
339	48	1	4	4	4	4	4	4	3	5	3	4	4	4	5	3	4	2	4	5	3	5	4	3	5	2	5	2	5	1	4	2	4	4	3	4	4	4	4	3	2	4	3	3	3	3	1	3	5	4	4	4	2	3	4	4	4	4	4	2	4	4	4	4	4	4	4	3	4	4	3	2	4	4	3	4	4	4	2	4	2	4	3	4	2	2	2	1	0	0	0	0	1	1	5	2.5	3	3	7	7	37
340	22	1	4	4	4	3	5	5	5	5	4	2	5	4	4	5	3	4	4	4	5	4	4	2	3	3	4	4	4	5	4	4	3	3	5	2	3	5	4	3	3	5	5	5	5	3	4	4	2	2	2	3	2	3	5	4	3	2	5	3	3	4	4	4	4	5	3	4	3	3	5	2	4	3	4	3	3	2	4	4	4	4	3	4	2	2	1	1	1	0.5	4	2	2	1	4	2	3	1.5	5	2	37.6
341	25	1	5	3	3	1	5	3	5	5	5	5	3	5	3	4	5	5	4	3	4	4	4	3	3	4	5	5	5	5	3	4	5	5	3	5	5	4	4	5	3	4	5	5	5	5	5	1	5	5	2	3	2	3	5	5	5	3	5	4	5	5	3	5	2	5	4	5	5	3	5	2	5	5	2	4	2	2	5	4	1	4	3	4	1	1	1	1	3	3	5	10	5	8	7	14	7	7	7	7	37.2
342	30	1	5	5	3	4	5	5	4	4	5	4	4	2	3	4	2	5	5	5	5	5	3	4	3	4	5	4	5	5	5	5	5	3	5	4	5	5	4	5	4	5	5	5	5	5	4	5	1	2	2	2	3	2	5	5	5	3	4	3	4	3	4	4	4	3	3	3	3	4	3	3	3	3	4	3	3	1	4	1	5	3	4	4	2	1	1	1	1	2	1	1	1	1	3	3	1	1	2	2	37.8
343	24	1	2	4	3	3	5	5	5	4	5	4	5	5	3	5	5	5	5	4	5	5	1	3	4	4	5	5	5	5	5	5	4	3	5	4	5	5	3	2	3	5	5	5	5	3	4	4	1	5	2	1	5	1	5	4	4	2	5	4	4	5	3	5	3	5	4	5	4	3	5	1	5	5	5	3	2	5	5	5	5	5	5	5	1	1	1	1	6	2	6	1	4	2.5	4	1.5	5.5	5.5	4.5	5	38.6
344	24	1	4	3	2	2	5	3	4	5	4	2	5	5	3	4	2	5	4	3	5	4	2	2	1	3	4	4	4	5	2	5	3	2	5	2	4	5	4	2	3	5	5	5	3	4	2	4	5	5	2	3	4	2	5	5	5	2	5	1	5	4	5	5	5	5	5	4	5	4	5	2	5	5	1	5	4	5	4	5	5	5	2	5	2	2	1	1	1	1	5	15	2	4	2	5	1	2	2	5	35
345	30	1	3	4	3	2	5	2	3	4	4	4	3	4	3	5	4	5	5	4	4	4	2	3	3	4	4	5	5	4	3	4	4	3	4	4	5	4	4	2	3	5	4	5	3	4	3	5	2	4	3	3	2	4	4	5	4	3	5	3	4	4	4	4	4	4	4	4	5	4	4	2	4	4	4	5	4	2	3	3	2	4	4	3	2	1	1	1	0	0	1	1	2	1	3	3	1	0.5	4	3	33
346	31	1	3	4	5	5	5	4	4	4	3	2	5	4	5	5	4	4	4	4	3	5	3	4	4	3	5	5	5	5	5	5	3	5	4	1	4	4	5	3	4	5	5	5	5	4	4	4	1	5	2	3	5	4	5	5	4	2	5	4	4	5	3	4	3	5	4	5	4	3	4	2	5	4	4	3	3	2	5	2	5	4	5	4	2	1	1	1	3	4	1	1	4	2	4	4	5	6	5	6	37.4
347	23	2	4	3	4	2	4	4	3	4	2	2	4	2	4	3	2	4	4	1	4	4	3	2	3	3	4	2	4	3	3	3	4	4	3	2	4	4	3	3	4	4	5	4	5	5	4	2	4	4	2	3	3	3	4	4	4	4	5	4	4	4	4	4	2	3	4	4	4	2	4	4	4	4	2	4	2	3	4	5	4	3	2	4	2	1	1	1	2	4	4.5	7.5	5	0.6	3	1.5	1	3	4	4.5	33
348	22	1	4	4	4	5	5	3	4	4	5	4	5	4	4	4	5	4	4	4	4	4	2	3	4	4	3	4	4	4	3	5	4	5	4	3	4	4	4	2	3	5	5	4	4	5	3	2	4	4	2	3	2	4	4	4	4	3	4	3	4	4	4	4	2	2	3	4	4	2	3	3	4	3	4	3	3	4	4	4	3	3	4	3	1	1	1	1	2	2	2	3	6	3	4	4	7	5	4	2	35.4
349	23	2	3	5	5	3	5	5	5	5	5	4	3	5	5	5	4	5	4	3	5	5	3	2	5	5	5	5	5	5	2	4	5	5	4	5	5	5	2	4	1	5	5	5	4	5	4	4	5	5	2	3	3	4	5	4	5	3	5	4	3	4	5	4	3	5	5	5	3	2	5	3	5	5	3	4	3	1	4	5	4	5	2	5	1	1	1	1	2	2	2	2	5	5	5	5	5	1.5	5	2.5	37.3333333333333
350	31	1	4	5	5	5	5	3	5	4	4	4	3	3	5	4	3	5	3	4	4	4	2	3	4	3	4	5	5	5	5	5	3	3	4	3	3	5	4	3	3	5	5	5	5	1	5	1	1	3	1	5	2	1	5	3	3	1	5	3	3	5	3	4	1	4	3	5	3	1	3	3	3	3	1	2	NA	1	5	5	2	5	1	5	1	1	1	1	2	2	3	3	2	2	3	3	7	10	7	20	39.8
351	21	1	4	4	5	3	5	4	4	5	4	5	5	5	5	5	3	NA	4	4	5	4	3	2	2	5	4	5	4	4	4	5	2	5	1	5	5	4	2	5	3	5	5	5	5	5	5	1	2	4	1	3	5	2	5	5	5	1	5	4	4	5	5	5	1	5	5	5	5	1	5	4	5	5	2	5	2	3	5	5	5	5	2	5	1	1	1	1	4	2.3	5	4	5	1.2	7	2	5	1.3	2	0.3	39.2
352	21	2	4	3	5	3	4	4	4	4	4	5	3	4	5	3	4	4	2	3	3	4	3	3	3	4	3	3	4	3	3	4	5	5	4	5	2	4	4	5	1	5	4	4	3	4	3	3	2	4	2	3	1	2	4	4	4	2	4	3	4	3	4	4	3	4	4	4	4	3	4	4	4	4	5	4	3	2	3	4	3	4	2	4	1	1	1	1	2	4	2	4	3	6	3	6	4	8	4	8	36
353	21	2	3	4	4	3	3	2	4	4	4	3	2	3	4	4	4	4	4	4	3	4	3	3	3	3	4	4	5	5	4	4	4	4	4	3	4	4	4	2	4	3	5	3	4	4	4	2	2	4	2	3	2	3	5	4	4	2	5	4	4	5	3	4	2	4	2	3	4	3	4	2	4	4	4	3	3	2	4	3	3	3	4	3	1	1	1	1	3	2.5	7	99915	5	2	7	7.5	5	1.5	7	2.5	31.6
354	22	2	1	5	5	5	1	1	3	1	3	5	1	5	5	1	5	5	1	5	2	3	1	1	5	3	1	1	5	4	1	5	5	5	4	4	3	4	1	1	1	2	3	5	1	5	4	4	4	5	2	5	1	1	4	5	5	3	5	3	5	2	5	4	1	4	5	1	5	5	4	5	4	5	5	5	1	4	3	5	1	4	5	5	1	1	1	1	5	3	7	6	0	0	0	0	4	4	5	3	25.6
355	19	2	3	4	3	4	2	2	4	2	4	3	2	1	3	1	4	2	3	5	2	1	3	2	4	4	2	1	1	2	2	5	2	3	2	4	3	4	2	3	1	2	5	5	4	5	5	1	1	1	2	3	5	4	5	1	2	3	4	3	1	5	1	1	4	1	2	5	1	4	4	3	2	4	3	1	4	1	4	4	3	1	4	2	1	1	1	1	6	12	6	18	NA	NA	NA	NA	NA	NA	NA	NA	23.2
356	21	1	3	4	5	4	5	1	5	4	5	4	3	5	5	4	4	4	4	5	5	5	4	4	4	5	4	4	5	4	4	4	4	5	5	4	5	5	4	2	5	5	5	5	5	2	4	4	1	5	1	3	3	2	5	5	5	1	5	4	5	5	4	5	4	5	4	5	5	4	5	3	5	5	5	5	2	2	5	5	5	4	5	5	1	1	1	1	4.5	6	4.5	6	2	2	5	3	7	7	7	7	36
357	18	1	4	5	5	5	3	3	4	4	4	3	5	4	5	5	3	5	4	5	4	5	2	1	4	3	4	5	5	5	5	5	4	5	3	3	5	4	5	4	3	5	5	3	4	4	5	3	1	2	1	2	4	1	5	4	4	1	4	5	5	4	4	4	1	4	4	4	4	1	4	2	5	4	1	4	1	1	5	4	5	4	1	4	1	1	1	1	3	4.5	1	0.75	5	5	5	5	5	2.5	5	2.5	37.6
358	23	2	5	5	5	4	4	5	3	5	4	5	3	5	5	3	5	3	4	5	4	5	5	3	4	4	5	3	5	4	4	5	3	5	3	3	4	4	4	4	3	5	5	2	2	4	4	4	1	2	3	3	1	2	5	3	4	2	5	4	1	5	2	3	4	5	2	4	2	5	1	1	4	1	5	2	3	2	4	1	2	2	5	2	1	1	1	1	1	1	1	1	5	3.5	5	3.5	6.5	10	6.5	10	33
359	18	2	5	4	4	4	5	2	4	4	5	3	2	5	4	1	3	3	3	4	4	4	4	4	3	4	1	2	5	5	4	5	3	5	5	5	4	4	4	2	2	5	4	4	4	3	4	3	1	1	1	3	1	1	4	3	3	3	4	4	3	4	3	5	2	4	3	2	3	4	4	3	4	4	4	3	4	3	3	3	5	4	2	3	1	1	1	1	4	4	4	5	2	1	2	2	1	1	1	1	35.6
360	20	2	4	3	3	2	4	4	4	4	3	3	4	4	4	2	4	4	3	4	4	4	4	3	4	4	3	4	4	4	4	4	4	4	4	3	4	4	4	4	2	4	4	4	2	4	5	2	1	4	2	2	2	2	4	4	4	2	4	5	3	4	4	4	2	4	3	3	4	2	3	3	4	4	2	4	2	2	4	4	3	3	2	4	1	1	1	1	4	7	4	7	2	2.5	2	2.5	1	1	1	1	37.4
361	20	1	2	5	5	4	5	1	4	3	5	5	3	5	5	2	5	4	4	5	4	5	2	3	5	5	NA	3	4	4	3	4	2	5	5	5	5	4	4	2	2	5	4	5	2	5	3	2	1	1	1	3	2	4	5	4	4	3	5	3	3	4	3	3	2	4	2	4	4	4	4	4	4	2	5	4	5	2	3	4	3	4	4	4	1	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5777777777778
362	22	2	4	3	4	2	4	4	4	5	4	3	4	3	4	3	4	4	4	4	4	4	2	3	3	2	4	3	5	5	3	4	5	4	4	3	4	5	3	3	3	5	4	3	4	4	4	5	2	2	2	2	3	3	4	2	2	2	4	3	2	5	3	5	3	4	2	5	2	3	4	2	4	4	3	2	3	2	2	2	4	2	5	4	1	1	1	1	3	3	1	2	0	0	5	5	0	0	4	3	34.6
363	21	2	5	4	4	5	5	5	3	5	5	5	2	1	2	1	4	2	4	5	5	4	5	4	4	4	3	2	5	2	5	4	4	4	5	5	4	4	5	5	1	5	5	5	4	3	3	3	4	5	2	3	2	2	4	5	5	5	5	2	5	5	4	5	5	5	4	5	5	5	5	4	3	5	4	5	5	4	3	3	5	3	5	5	2	1	2	2	0	0	4.5	10	5	2.5	1	1	1	0.25	4.5	14	37.4
364	22	1	4	4	3	2	5	5	4	5	5	4	4	5	3	3	4	2	4	3	5	5	3	2	4	5	4	2	5	5	4	5	5	5	4	4	5	5	4	4	3	5	5	5	4	5	3	5	3	5	1	5	3	1	5	5	5	4	5	2	5	5	5	5	5	5	2	4	5	1	5	5	5	5	5	5	3	3	4	1	3	3	5	4	1	1	2	1	1	0.5	3	1.5	2	1	3.5	3	3	3	7	14	33.6
365	22	2	4	4	5	3	2	5	2	4	3	3	4	3	4	1	5	3	3	4	3	3	5	2	2	3	2	1	3	4	2	5	5	5	3	2	3	4	2	5	3	5	4	2	1	4	3	1	1	3	1	2	4	2	5	1	1	1	4	3	3	4	4	4	2	4	3	4	1	3	4	2	4	2	4	4	2	2	5	4	4	2	5	3	2	1	2	1	1	2	7	12	0	0	5	5	5	1.3	5	1.3	33.6
366	18	1	3	5	5	3	5	2	5	5	5	4	3	5	5	3	4	3	4	5	4	5	2	2	4	5	2	3	5	3	3	4	4	5	5	5	5	5	3	2	2	5	5	5	5	5	5	4	2	5	1	4	5	2	5	3	2	1	5	5	4	5	4	5	1	5	1	5	2	1	5	5	5	5	2	3	3	1	5	5	5	5	3	5	1	1	1	1	6	6	3	3	1	1	5	4	1	1	2	2	33
367	19	1	2	4	4	5	5	5	5	4	4	5	2	4	4	5	5	3	4	4	4	4	2	3	4	4	4	5	5	5	4	4	4	5	4	5	5	4	2	2	4	3	5	5	5	2	5	3	1	1	1	3	3	2	5	4	4	1	4	4	4	5	3	5	1	5	1	5	4	1	5	1	5	4	3	4	2	2	5	2	5	4	1	5	1	1	1	1	4	6	5	8	3	2	5	3	2	2	5	5	38.4
368	18	1	4	5	5	5	4	3	5	5	5	5	2	1	5	2	5	2	4	5	5	5	4	2	5	3	4	2	5	5	3	3	3	5	4	1	4	5	3	3	2	5	5	5	4	5	2	3	1	3	3	3	2	3	3	4	5	3	NA	1	3	4	5	4	3	5	2	4	3	4	5	1	4	5	4	2	2	1	2	4	3	4	1	4	2	2	1	1	1	1	2	2	3	3	4	3	2	2	5	5	36.4
369	29	1	3	2	2	2	5	4	3	5	5	4	5	5	2	4	4	5	5	2	5	3	3	3	4	4	4	4	3	5	3	5	5	3	5	5	5	4	3	4	3	5	4	4	3	4	2	4	2	4	2	2	4	5	4	4	4	2	4	2	4	4	4	4	2	4	4	4	4	4	4	3	4	4	4	4	4	2	4	3	4	2	4	4	2	2	1	1	1	1.5	0	0	0	0	0	0	2	1	0	0	39
370	29	2	2	5	4	5	3	2	3	3	5	5	3	4	5	3	5	3	4	5	3	5	3	4	4	5	4	3	5	4	4	2	3	4	4	4	4	4	5	2	3	4	4	4	3	4	3	4	2	4	3	2	2	4	3	5	5	3	5	2	4	3	5	3	3	4	4	4	5	4	3	2	2	4	3	3	3	3	3	5	4	5	3	5	1	2	1	1	3	2	5	10	3	2	3	6	0	0	0.5	1	31.6
371	18	1	4	4	5	4	5	3	4	4	5	4	3	4	5	2	4	4	4	4	4	4	3	4	4	5	4	3	4	3	4	4	4	5	5	3	4	4	4	3	3	4	5	2	3	4	2	2	1	5	2	3	4	3	4	3	3	3	4	1	4	4	4	4	4	3	4	4	4	4	4	2	4	2	5	4	3	2	4	3	4	3	5	3	2	2	1	1	1	2	2	4	1	1	3	3	4	8	4	8	37.2
