ID.	Age	Sex	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	h1	h2	h3	h4	h5	h6	h7	h8	h9	h10	h11	h12	h13	h14	h15	h16	h17	h18	h19	h20	h21	h22	h23	h24	h25	h26	h27	h28	h29	h30	h31	h32	h33	h34	h35	h36	h37	h38	h39	h40	h41	h42	eA1	eA2	eA3	eA4	eBafallx	eBafallhrs	eBaspringx	eBaspringhrs	eBbfallx	eBbfallhrs	eBbspringx	eBbspringhrs	eBcfallx	eBcfallhrs	eBcspringx	eBcsrpinghrs	eqF
243	21	2	2	3	4	3	4	3	4	4	4	4	4	5	4	4	4	2	4	2	4	4	2	3	3	4	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	5	4	4	5	5	2	1	4	2	4	4	3	4	5	5	1	5	3	4	5	1	4	1	5	2	4	5	2	5	3	4	1	4	5	3	2	4	5	4	2	4	5	1	1	1	1	6	10	16	12	3	4	10	30	25	50	40	80	35
244	26	1	4	2	3	2	5	4	5	5	4	5	4	3	4	5	2	3	4	4	5	4	2	3	4	5	4	3	5	5	4	5	3	3	4	4	3	4	4	4	4	5	5	5	3	5	5	3	1	2	2	3	4	1	5	5	5	1	5	4	4	5	4	4	2	4	4	4	4	1	4	4	4	2	1	2	2	1	4	5	4	4	2	5	1	1	1	1	5	13	5	13	3	8	5	12	2	5	4	6	41.8
245	20	1	3	3	3	2	5	4	4	4	4	3	3	4	4	4	2	4	4	5	4	4	3	3	4	4	4	4	5	3	3	4	4	3	4	3	4	4	3	3	4	4	4	4	4	3	3	3	3	4	2	3	4	2	5	4	4	2	4	3	4	5	4	4	2	3	2	4	4	2	4	2	4	4	4	4	2	2	4	4	4	3	3	4	2	1	1	1	2	1	0	0	2	1	1	2	2	2	5	10	34.8
246	21	1	3	3	4	3	4	4	4	4	3	2	4	2	4	5	3	5	4	4	4	4	2	3	3	4	4	4	4	4	3	5	3	4	4	2	4	4	3	3	3	5	4	3	4	4	4	2	2	4	2	3	5	3	4	3	3	2	4	4	3	4	3	4	3	3	3	4	3	4	4	3	4	4	4	3	3	2	4	4	4	3	4	3	1	1	1	1	2	1.5	3	1.5	3	1	3	1.5	3	1	3	1	36.6
247	21	2	4	3	4	3	4	5	3	4	3	3	4	4	3	3	2	4	4	3	4	4	4	2	4	3	3	3	4	3	2	4	3	4	5	2	4	5	4	4	3	4	5	4	3	3	4	2	1	2	1	3	3	3	4	4	5	1	5	3	4	4	4	5	1	4	1	4	4	1	4	2	5	5	3	3	2	1	4	4	4	4	3	5	1	1	1	1	3	3	5	5	3	3	4	4	6	4	4	4	36
248	35	2	4	4	5	4	4	4	3	4	3	3	4	3	5	5	3	4	4	5	5	5	4	4	4	3	4	4	5	4	4	5	4	5	4	3	2	5	4	4	2	5	4	3	4	4	4	3	2	4	2	3	4	2	4	4	4	2	4	4	4	4	4	4	2	4	4	4	4	2	4	3	4	3	3	4	3	2	4	3	4	3	2	3	1	1	1	1	3	7	5	11	7	5	4	9	2	5	4	9	33.2
249	21	1	3	3	4	3	4	5	4	4	4	2	5	2	4	1	3	3	2	3	3	3	3	3	3	3	3	2	2	4	3	5	2	4	4	2	2	5	4	3	3	3	5	5	5	5	5	1	1	4	1	3	4	2	5	5	5	1	5	5	5	5	5	5	2	5	5	5	5	2	5	3	5	4	2	4	2	2	5	4	3	4	2	4	1	1	1	1	635	25	7.5	35	7	11	7	20	7	13	7	20	23.4
250	22	1	1	4	4	4	5	3	5	4	2	2	4	3	4	5	5	5	4	4	5	4	2	3	2	3	5	5	5	5	3	4	2	4	5	NA	3	4	3	4	4	5	5	5	5	5	5	1	1	5	1	3	4	1	5	4	4	1	5	5	4	4	3	4	1	4	4	3	4	1	4	4	4	4	1	4	1	1	5	5	4	4	1	4	1	1	1	1	6	12	6	12	1	1	1	1	NA	NA	NA	NA	30.6
251	23	1	2	3	1	1	5	4	4	4	4	4	5	4	1	5	4	5	5	3	4	4	2	3	2	4	4	5	5	5	4	4	5	1	4	3	5	4	2	2	2	5	5	5	4	4	3	4	3	4	1	3	2	3	4	4	4	4	4	2	3	3	4	5	4	5	4	3	4	4	4	2	4	4	4	3	4	3	4	4	4	3	5	2	1	1	1	1	2	2	1	1	2	2	1	1	3	3	3	3	33.7333333333333
252	21	1	3	3	4	3	5	3	4	5	2	1	5	5	5	1	1	5	4	4	4	4	5	1	4	3	3	2	5	5	5	5	3	5	4	2	5	4	4	5	3	5	5	4	4	4	4	1	1	5	3	2	4	2	5	4	5	1	4	4	5	5	4	4	3	3	4	5	5	1	4	2	5	5	1	1	5	1	3	4	5	3	5	4	2	1	1	1	5	5	2	4	2	3	0	0	2	3	0	0	35.4
253	23	2	3	2	4	3	3	5	4	3	3	4	3	5	5	4	4	5	5	3	3	4	5	3	3	4	5	5	4	5	5	5	4	5	3	4	5	3	4	5	5	4	5	2	2	4	5	1	2	5	2	4	4	1	5	5	4	1	4	4	5	5	4	5	1	4	2	5	4	1	4	4	5	4	3	4	2	2	5	3	4	3	3	4	1	1	1	1	10	18	14	20	4	3	6	5	1	0.5	1	0.5	41.2
254	21	1	3	3	4	2	5	5	5	5	4	3	5	5	3	5	3	5	4	4	5	4	3	3	3	3	4	5	5	5	5	5	3	4	4	3	4	5	4	4	4	5	5	5	5	5	5	4	2	2	2	3	3	2	4	5	5	2	4	3	2	5	5	5	1	4	5	5	5	2	4	3	4	3	2	4	2	2	4	4	4	5	1	4	1	1	1	1	4.5	10	3.5	7	2	4	4.5	5	3	1	3	1	37.6
255	21	1	2	5	4	4	3	2	5	3	4	3	3	3	3	3	4	3	4	5	5	5	3	2	3	5	4	3	5	4	3	5	2	5	3	3	4	5	4	3	3	5	5	5	4	5	5	3	1	3	1	1	3	1	3	4	5	1	5	5	3	3	5	5	1	4	5	4	4	1	3	4	4	4	4	4	2	1	4	5	3	5	2	5	1	1	1	1	5	8	7	12	3	3	3	4	7	3	7	3	38
256	25	1	4	3	2	4	5	5	4	3	4	5	4	5	3	4	5	5	4	3	5	4	4	3	4	5	4	5	5	3	4	5	4	3	4	5	5	4	4	4	3	5	5	4	5	5	5	4	4	5	1	4	4	1	5	4	5	1	4	4	5	5	5	5	1	3	4	5	4	2	4	3	4	4	2	3	2	1	5	4	3	3	2	4	1	1	1	1	3	6	5	10	2	3	3	3	1	1	4	4	36
257	20	2	4	4	4	3	5	3	4	4	4	3	4	4	4	5	3	4	4	4	4	4	3	1	3	3	4	5	5	5	5	5	4	5	4	3	5	4	4	2	4	5	5	5	5	4	5	3	1	4	1	3	5	2	5	5	5	1	5	4	5	5	4	5	3	4	5	5	5	2	5	2	5	5	5	4	2	1	5	3	5	5	2	4	1	1	1	1	3	6	7	15	4	5	10	15	10	10	20	20	35.6
258	21	2	2	3	3	3	4	5	5	4	4	5	4	5	4	4	4	3	3	2	4	4	5	3	4	2	3	4	4	4	3	5	3	4	5	4	4	5	3	4	3	5	5	5	4	5	5	1	1	5	1	3	4	1	5	5	5	1	5	5	4	5	4	5	1	5	3	5	5	1	4	2	5	4	2	4	2	3	5	5	4	4	2	4	1	1	1	1	5	5	6	6	3	2	3	5	1	1	1	1	34.2
259	23	1	2	3	1	2	4	2	5	2	5	4	3	5	2	4	5	4	4	5	4	5	3	1	2	4	3	4	5	5	1	5	1	2	4	4	4	5	1	2	3	4	5	5	5	4	4	4	2	5	3	3	1	1	5	5	4	1	4	4	4	4	4	5	4	5	4	4	4	2	5	4	5	5	2	2	2	2	4	4	1	4	2	4	2	1	1	1	2	3	4	5	0	0	0	0	5	2.5	2	1	32
260	22	2	3	3	4	4	4	4	4	5	2	1	5	4	4	4	4	4	4	3	4	4	4	2	3	3	4	4	4	5	4	5	5	5	4	2	4	4	4	4	3	5	4	5	2	4	4	3	1	4	2	4	3	2	4	5	5	2	3	3	4	3	4	4	3	3	4	3	4	2	4	4	4	4	3	4	4	2	4	4	4	4	3	4	1	1	1	1	2	3	3	6	2	3	3.5	5.5	1	1	4	6	36.8
261	23	1	3	3	4	3	4	2	3	3	3	2	4	3	4	4	3	4	4	4	4	3	3	3	2	2	3	4	4	4	4	4	4	4	4	2	4	4	3	3	4	4	5	5	5	5	3	4	3	5	2	2	3	2	5	5	5	2	5	3	5	5	5	4	3	5	5	5	5	3	5	3	5	5	3	5	4	2	5	4	3	5	4	3	2	2	1	1	2	2	4	6	4	3	6	4	4	3	6	6	31.4
262	22	1	4	3	2	2	5	3	4	5	2	1	4	3	2	5	4	5	5	3	5	4	1	3	3	2	5	5	5	4	5	5	4	3	5	1	5	4	5	2	4	4	4	2	4	2	4	5	3	2	2	1	4	3	3	1	1	5	4	2	3	4	4	4	4	4	1	4	1	3	4	2	3	2	4	3	3	1	2	3	4	2	3	2	1	1	1	2	2	2.5	2	2	3	3	3	1	0	0	0	0	32.6
263	21	2	5	3	2	3	3	3	5	5	5	4	4	4	2	5	2	5	5	3	5	5	4	3	4	3	4	5	5	5	5	5	5	1	3	3	4	5	5	5	5	5	5	5	4	4	3	4	4	4	2	3	1	2	5	4	4	3	5	1	1	5	1	5	4	4	1	5	4	3	3	3	3	3	4	3	4	2	3	2	3	2	3	4	1	2	1	1	1	1	4	4	2	7	7	14	7	14	7	14	39.4
264	22	1	3	4	3	3	3	3	3	4	2	3	5	4	3	3	3	5	4	4	3	5	2	2	3	1	2	3	5	5	4	5	4	4	3	2	4	3	3	3	3	5	4	5	3	4	3	3	1	2	2	3	3	1	3	4	5	3	4	3	4	3	4	4	3	3	4	3	4	3	3	4	3	4	2	4	5	2	3	3	3	4	2	5	2	2	2	2	1	0.5	2	1	1	5	2	1	5	5	5	5	30.2
265	20	2	4	2	2	3	4	3	5	4	5	4	3	4	2	5	3	3	5	4	3	3	3	2	3	4	4	5	4	4	3	3	3	2	4	4	5	3	2	3	4	5	5	5	5	5	5	4	1	3	1	5	4	1	3	5	5	1	5	5	5	5	5	5	3	5	5	5	5	3	5	3	5	5	2	5	2	2	5	5	5	5	2	5	1	1	1	1	6	13	6	13	1	2	1	2	2	3	2	3	29.2
266	20	1	2	4	3	4	5	2	5	5	5	2	5	3	5	5	2	5	5	5	5	5	3	3	4	4	5	5	5	5	5	5	1	5	5	3	5	5	5	3	4	5	5	5	5	5	5	1	1	5	1	4	5	1	5	5	5	1	5	5	5	5	5	5	1	4	5	5	5	1	5	3	5	5	3	5	1	1	5	3	5	5	3	5	1	1	1	1	5	14	5	14	1	1	1	1	7	3	7	4	33.6
267	21	1	3	3	5	3	2	2	5	4	5	4	3	4	5	5	5	4	5	5	4	5	2	3	4	5	5	5	5	4	3	2	4	4	3	5	5	3	4	2	5	4	5	1	4	1	5	2	2	5	1	3	4	2	5	5	5	1	5	5	5	5	5	5	1	5	5	5	5	1	5	4	5	5	1	5	2	2	5	5	5	5	1	5	1	1	1	1	4	4	5	5	2	2	6	6	2	2	2	2	33.2
268	34	2	4	4	4	4	4	4	3	4	2	2	4	3	4	3	3	5	4	4	3	4	5	4	2	1	3	4	4	4	4	4	3	4	4	2	4	3	4	4	4	3	4	5	4	3	5	2	1	4	2	3	4	4	5	3	5	2	5	5	4	4	4	4	1	4	5	4	5	4	5	3	4	5	2	3	2	1	4	3	3	4	5	5	1	1	1	1	5	10	6	12	4	3	10	6	0	0	0	0	32.4
269	19	1	3	4	4	3	3	2	4	4	4	1	3	3	4	4	2	4	4	4	4	4	2	2	4	3	4	2	3	2	2	4	2	4	4	2	2	4	4	2	2	4	4	4	3	4	3	4	4	4	3	3	3	3	4	2	3	4	3	3	3	2	4	3	4	3	4	3	3	4	3	3	4	4	4	3	4	3	3	3	3	3	4	3	2	2	1	1	3	2	4	5	6	6	7	7	7	7	7	7	27.6
270	26	2	2	5	4	5	4	3	2	3	3	2	3	2	4	2	3	3	4	5	3	4	2	2	2	3	5	1	4	3	2	4	2	4	4	2	4	4	3	1	4	4	4	4	4	2	4	1	2	3	2	2	2	3	4	4	5	2	4	4	4	5	3	4	2	4	3	3	4	3	4	4	4	5	2	3	2	1	4	3	4	3	3	4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.4
271	21	2	4	4	4	4	5	5	4	4	4	5	3	5	5	4	5	4	4	4	4	4	2	3	3	3	4	5	5	5	3	5	4	5	4	4	4	4	4	5	4	5	5	5	3	3	4	3	1	3	1	3	3	1	3	4	5	1	4	4	3	4	4	4	2	4	3	4	4	3	NA	2	3	2	4	4	2	1	4	4	4	4	4	4	2	2	1	1	2	1	6	30	2	1	7	10	2	1	2	2	38.4
272	19	1	4	4	5	2	5	3	4	3	2	1	5	5	5	4	1	4	4	5	5	4	4	3	2	2	3	3	4	3	3	5	4	5	5	2	4	5	3	5	3	5	5	5	3	3	3	4	2	3	2	2	5	4	5	5	4	2	5	4	3	5	3	5	3	5	3	5	5	4	5	1	5	5	5	3	5	1	4	2	5	4	5	5	1	2	1	1	3	2	6	4	5	3	10	6	5	3	10	6	35.4
273	26	2	4	3	2	4	2	3	3	1	3	1	3	3	2	5	3	5	3	3	5	5	4	2	2	2	2	5	5	4	5	5	5	5	1	3	4	5	2	3	4	5	1	3	1	3	3	1	1	1	2	4	5	1	1	1	5	5	2	1	1	5	3	2	5	2	2	1	3	3	2	1	3	3	2	2	5	1	1	1	2	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.4
274	18	1	4	3	3	4	4	3	4	4	4	3	4	4	3	5	3	5	2	2	4	4	3	2	2	3	3	5	5	5	4	4	4	4	4	3	4	4	4	4	3	5	5	5	3	3	4	4	1	4	2	4	3	2	4	3	3	2	4	4	3	4	3	4	3	3	3	4	3	2	5	3	5	5	3	3	3	2	2	3	4	2	3	4	1	1	1	1	4	8	5	10	3	6	3	6	3	3	4	4	32.6
275	20	1	5	3	5	3	5	5	4	4	2	3	5	5	5	5	2	5	5	2	5	5	3	2	1	2	4	5	5	5	5	5	4	5	5	2	5	5	3	4	3	5	5	3	5	3	4	4	3	5	3	2	2	5	5	5	4	3	5	2	5	5	5	5	5	5	5	5	5	4	5	2	2	5	4	4	4	3	3	3	2	5	4	4	1	1	1	1	2	3	5	5	1	2	3	4	1	1	3	3	38.8
276	18	1	4	5	4	3	5	3	4	4	5	4	3	3	4	4	3	2	4	4	5	4	1	2	4	4	4	3	4	3	3	3	3	4	5	2	4	4	3	2	3	5	5	4	5	3	4	2	1	4	2	3	4	3	5	3	4	1	5	4	4	4	2	4	2	4	1	5	3	2	5	2	4	5	4	4	3	1	5	1	5	2	4	5	2	1	1	1	5	6	1	1	3	2	1	1	3	2	3	3	35.6
277	18	1	3	4	4	4	5	5	4	4	5	3	5	5	4	3	3	4	4	4	4	3	2	4	2	5	4	3	3	4	5	5	5	5	4	3	4	5	4	4	3	5	5	5	4	1	4	3	1	4	1	1	4	1	4	4	3	2	5	2	4	4	4	5	4	5	3	4	4	3	4	1	5	4	4	3	4	2	5	4	4	4	4	5	1	2	1	1	3	1	5	10	10	20	10	20	6	NA	NA	NA	37.6
278	23	1	2	3	4	4	5	3	3	4	3	2	5	2	4	4	2	4	4	4	4	4	4	3	2	2	4	4	4	4	3	4	2	4	5	2	4	5	3	3	3	4	4	4	2	4	2	4	2	4	2	3	2	4	3	3	4	2	4	2	4	4	4	4	3	4	3	4	3	2	4	3	3	4	4	4	4	2	3	3	2	3	3	4	2	2	2	1	2	2	4	4	2	2	2	2	5	1	2	2	28.8
279	25	2	4	5	4	5	4	2	3	4	3	3	3	3	4	4	3	4	4	4	3	5	3	3	4	3	4	4	5	5	4	3	4	4	5	2	4	4	4	2	4	3	4	4	4	2	3	4	2	3	2	3	2	2	3	3	2	3	3	3	2	2	3	3	3	3	2	3	3	3	2	3	3	3	3	3	2	4	3	2	2	2	3	3	2	2	1	1	0	1.5	5	8.5	1	1.5	7	13	1	1.5	8	25	29.2
280	19	1	2	3	4	4	4	3	4	4	4	3	3	3	4	4	3	4	4	4	3	3	2	3	3	4	4	4	4	4	3	3	2	4	4	3	3	4	4	3	3	4	5	5	4	5	4	3	4	5	2	3	3	5	5	5	5	3	4	3	4	4	5	5	3	3	4	5	5	2	5	3	4	5	3	4	3	4	4	4	3	4	4	2	1	1	1	1	2.5	1.5	3.5	3	2.5	1.5	3.5	3	4.5	2.5	5	3.5	29.2
281	19	1	5	5	3	3	5	3	4	5	4	4	4	5	3	5	4	5	3	4	5	4	2	1	4	2	3	5	5	5	1	5	2	3	5	2	4	5	1	2	3	5	5	5	5	4	4	4	3	5	2	3	4	1	5	5	5	2	5	3	4	5	5	5	3	5	4	5	4	2	5	2	5	5	4	4	4	1	4	5	4	4	4	4	2	1	1	1	3	1.5	5	2	3	1.5	6	2	4	1.5	6	3	34.4
282	19	1	4	4	5	3	5	3	3	4	3	1	5	NA	5	3	2	3	3	4	4	4	4	3	2	3	4	2	5	2	2	5	4	5	4	2	4	4	3	3	2	5	4	4	4	3	3	3	4	4	2	3	4	4	4	5	5	2	4	3	3	4	2	4	4	3	2	3	4	2	3	3	3	4	4	4	2	2	4	2	4	2	2	4	2	1	1	2	2	2	3	3	3	4	3	6	4	3	5	10	29.8
283	18	2	5	4	4	3	5	5	2	4	3	2	5	4	4	2	4	3	4	4	5	5	3	4	4	3	5	1	5	2	3	5	5	4	5	1	4	5	4	3	3	5	4	1	3	4	3	5	4	3	3	3	4	5	4	4	5	5	4	2	4	4	5	5	4	2	1	3	5	4	3	2	4	4	5	4	5	4	3	2	2	1	4	1	1	1	1	1	1.5	0.5	3.5	1	3.5	1	4	1	3.5	0.75	4.5	1	33.8
284	19	1	4	4	4	2	4	4	4	5	4	2	4	4	4	4	3	5	5	3	4	4	5	4	4	4	4	5	5	5	5	5	5	5	4	3	5	4	4	4	3	5	5	5	5	5	3	4	2	5	1	5	1	4	5	5	5	1	5	3	5	5	5	5	4	5	5	5	5	4	5	4	5	5	5	5	5	2	4	4	4	5	5	5	1	1	1	1	0	0	1.5	1.5	3	2.5	4	3.5	10	3.5	15	4.5	38.6
285	24	1	2	4	4	4	4	4	4	3	5	5	5	4	5	3	4	4	3	3	5	3	2	2	2	3	2	3	2	3	2	4	1	4	5	2	3	5	2	3	3	4	3	5	4	3	3	3	2	3	2	2	4	1	3	2	2	2	4	3	4	3	4	3	3	5	5	3	4	3	2	4	4	3	4	4	4	2	3	4	4	4	4	4	1	1	1	1	3	3	4	4	4	4	5	5	5	5	6	6	29.6
286	18	2	5	3	3	4	5	3	3	2	5	1	2	2	4	4	2	2	4	4	4	5	3	3	2	1	3	5	5	3	3	3	2	3	4	2	4	4	4	3	3	5	5	3	1	1	4	5	2	2	1	3	1	5	3	5	5	5	5	3	1	4	3	3	4	4	2	1	4	4	4	3	5	5	1	5	1	3	3	2	1	4	1	3	1	2	1	1	0	0	5	5	0	0	3	3	3	3	3	3	32.4
287	19	2	4	5	5	2	5	3	5	4	4	4	3	5	5	4	3	3	5	5	5	5	3	4	5	5	5	4	5	4	4	4	4	5	5	3	5	4	4	3	5	5	5	5	3	5	5	2	1	5	1	4	4	1	5	5	3	2	5	4	3	5	3	5	4	5	3	5	3	3	5	1	4	3	4	3	3	1	5	3	5	3	4	3	1	1	1	1	3	3	3	4	2	1	4	2	6	3	7	4	35.6
288	18	1	3	4	4	3	5	4	4	5	4	4	4	4	4	5	3	3	4	4	5	4	2	3	3	3	4	5	5	5	3	5	3	5	5	4	5	4	3	3	4	5	5	5	4	4	4	2	1	4	2	3	2	2	5	4	4	2	4	2	4	5	4	4	2	4	4	4	4	2	4	3	4	4	3	4	2	1	3	4	3	4	3	4	1	1	1	1	1	1.5	3	4	10	5	20	10	4	5	7	14	35.8
289	19	2	5	2	4	3	5	4	4	4	3	3	4	4	4	3	2	4	4	4	4	4	3	3	4	3	4	3	4	3	3	4	4	4	3	3	4	4	4	4	3	4	4	4	4	5	4	3	3	4	2	2	4	4	4	4	5	2	4	3	4	5	4	2	2	4	3	4	4	3	3	2	4	3	3	4	3	3	4	3	4	4	2	4	2	1	1	1	3	2.5	3	2.5	3	13	3	5	6	10	6	10	34.4
290	19	2	3	4	3	3	5	4	4	4	5	4	4	4	4	3	3	3	4	4	4	5	3	2	4	4	4	3	5	4	4	5	5	5	5	3	4	4	4	3	4	5	5	4	5	3	4	2	2	4	1	3	3	1	4	4	4	1	5	3	4	5	4	5	3	5	4	5	4	2	5	3	5	5	3	5	4	2	4	3	3	4	3	4	1	1	1	1	3	4	4	6	2	3	6	10	3	2	8	15	36.4
291	18	1	4	2	2	2	3	5	5	4	4	3	4	4	3	5	4	3	3	3	4	4	3	2	2	2	3	5	4	5	4	5	4	3	3	3	3	4	4	4	3	4	4	4	4	4	5	2	2	4	2	4	2	3	4	2	2	2	5	4	4	5	5	4	2	4	3	4	5	2	4	3	4	4	3	3	3	2	4	3	3	2	3	3	1	1	1	1	12	12	8	8	3	3	4	4	2	2	3	3	36
292	20	2	4	4	2	3	5	3	3	3	4	4	5	4	3	2	4	2	2	3	4	3	4	2	5	4	3	2	4	3	4	4	4	3	5	3	2	4	4	4	2	4	5	4	2	4	4	2	1	4	1	3	4	2	4	5	4	3	4	3	3	4	4	5	2	5	2	4	4	2	3	2	5	5	2	2	3	1	3	4	4	4	3	4	1	1	1	1	4	4	5	5	5	5	5	5	6	6	6	6	32.4
293	19	1	4	3	4	3	5	3	4	4	4	3	4	4	3	5	3	5	4	3	4	4	2	3	3	3	4	5	5	5	5	5	4	4	4	3	4	4	4	3	3	5	4	5	4	4	4	3	1	2	2	2	3	2	4	5	4	2	5	4	4	4	4	4	3	5	4	4	3	2	4	4	4	4	3	4	2	1	4	4	4	4	2	5	1	1	1	1	2	4	4	8	3	6	4	8	4	8	5	10	37.6
294	20	1	4	4	4	4	5	4	3	4	4	5	5	5	4	4	3	5	5	5	5	5	2	2	4	4	4	4	5	5	3	5	4	4	5	4	5	5	3	2	4	5	4	4	4	5	3	4	4	4	2	4	3	4	4	4	4	3	5	2	5	5	5	4	4	4	4	4	5	3	4	3	4	4	5	5	5	3	3	5	4	5	4	5	1	1	1	1	1	1	1	1	1	1	1	1	5	10	5	10	38.6
295	24	1	4	4	3	3	4	5	4	5	4	2	5	4	3	4	2	5	4	4	5	4	4	4	2	1	4	4	4	4	4	5	3	3	4	2	4	5	4	5	4	5	4	5	5	5	3	2	1	4	3	3	4	4	5	4	5	3	4	3	4	3	4	5	3	3	4	4	4	2	5	3	5	4	2	3	1	1	4	3	4	4	3	5	1	1	1	1	0	0	4.5	5.5	5	5	7.5	13	5	5	3	6.5	36
296	29	2	1	3	4	4	1	5	5	5	3	2	3	1	5	4	3	4	4	3	4	4	5	5	3	1	5	4	4	3	5	2	3	4	1	2	3	5	5	3	4	2	3	5	2	3	2	5	2	2	1	4	1	2	4	3	5	2	3	4	4	3	3	2	4	3	3	2	4	4	2	4	5	3	3	2	2	1	3	2	5	2	5	4	2	2	1	1	1	1	3	1.5	4	1	7.5	5.5	5	1	15	8	29.8
297	30	2	5	4	5	4	4	3	3	4	5	4	2	4	5	3	4	3	3	3	4	4	1	3	4	4	4	3	5	3	3	3	3	5	4	4	3	4	3	4	3	5	5	3	2	3	3	1	3	4	1	2	4	3	4	4	3	1	5	3	3	5	3	5	2	4	3	4	5	2	3	2	3	4	2	3	1	3	4	3	5	3	2	2	2	2	2	2	1	1	1	2	1	1	3	3	1	1	3	3	33.6
298	51	2	4	4	4	3	3	4	5	5	4	5	3	5	3	4	5	5	4	4	5	4	2	3	4	2	4	4	2	4	4	5	5	3	4	5	2	4	5	5	3	5	4	4	4	4	4	2	2	4	2	2	4	2	4	5	5	4	4	4	4	4	4	4	1	3	4	4	4	2	4	3	4	4	2	4	2	2	4	NA	4	4	2	2	1	1	1	1	2	2	2.5	3	1	1	1.5	2	0.3	0.5	0.6	3.3	38
299	33	2	3	4	4	4	4	2	2	4	4	5	2	5	5	4	5	4	4	5	4	5	2	5	4	3	4	4	5	4	5	4	5	5	4	4	5	4	4	2	5	5	1	4	1	4	3	5	4	2	5	3	1	5	3	3	5	5	4	3	4	2	5	3	5	3	5	2	4	5	3	3	3	4	5	4	2	2	1	2	1	2	1	3	2	2	2	2	0	0	5	2.5	0	0	0	0	3	1	4.5	1.5	31.8
300	24	1	3	4	4	3	5	2	5	4	5	3	3	5	3	5	5	3	4	4	4	4	4	3	4	5	5	5	5	5	4	4	3	4	5	2	5	5	4	2	4	5	4	2	4	3	4	5	4	3	1	1	3	2	4	1	2	3	5	4	3	4	1	5	3	4	1	4	2	3	4	3	4	2	4	2	4	3	3	1	3	1	4	5	1	1	1	1	0	0	0	0	5	10	7	18	0	0	0	0	35
301	28	1	3	5	5	5	5	3	5	4	5	2	5	4	5	2	2	3	3	5	5	5	1	2	3	2	4	1	5	2	2	5	4	5	5	2	3	4	3	3	2	5	5	5	5	5	4	5	2	4	2	3	2	1	5	5	5	1	5	2	5	5	5	5	4	5	5	5	5	5	5	3	4	5	5	5	4	3	4	5	2	5	5	4	1	1	1	1	3	3	5	10	3	3	4	8	3	3	4	8	35.1333333333333
302	23	1	4	3	5	3	5	2	5	5	3	2	4	5	4	5	3	5	5	4	5	4	3	3	3	4	5	5	5	4	4	4	3	5	4	2	5	5	2	3	4	5	5	4	5	2	4	3	4	3	2	3	4	4	5	5	3	1	4	2	4	5	3	4	1	4	5	5	5	1	4	3	4	3	5	2	3	1	5	4	5	1	5	1	1	1	1	1	2	1	4	3	3	1.5	5	4	7	3	7	6	35
303	32	1	2	5	3	5	5	2	2	4	5	5	1	4	3	1	5	2	4	5	4	5	5	1	3	4	1	2	5	2	1	5	2	3	4	4	3	4	4	1	2	4	5	5	4	1	3	4	4	5	2	2	2	2	4	5	4	2	4	2	5	4	5	5	2	5	5	4	5	2	3	2	4	5	4	4	4	4	4	2	3	5	5	5	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	27
304	29	1	4	3	2	2	5	4	3	5	3	4	5	4	4	3	4	4	4	4	5	5	3	4	3	3	4	3	5	5	4	5	3	3	5	2	4	5	3	2	2	5	5	5	4	5	3	5	5	5	2	3	4	2	4	5	5	2	5	2	3	5	5	5	3	5	2	5	4	3	5	4	5	5	5	5	4	3	4	2	2	3	4	4	1	2	1	1	2	2	5	4.5	1	0.5	3	1.5	0	0	0	0	36.2
305	25	1	2	2	4	3	5	1	5	4	3	3	4	3	3	5	4	5	5	3	5	4	3	2	2	3	4	5	5	5	2	4	2	3	5	3	5	5	2	2	2	5	5	5	5	3	5	2	1	4	2	3	3	2	5	5	3	2	5	4	5	5	3	5	1	5	5	5	4	2	4	2	5	3	2	2	2	4	5	5	4	5	3	5	1	1	1	1	5	7	5	9.5	7	3	7	7	5	2	5	2	32.8
306	24	1	3	4	5	4	5	4	4	5	3	4	4	5	5	4	4	5	4	3	5	4	2	5	4	4	3	5	4	5	5	4	4	5	4	4	5	4	5	5	3	5	4	3	3	5	4	2	1	3	2	3	4	5	4	4	5	2	4	3	2	4	4	4	3	4	3	4	4	3	1	3	4	1	4	4	3	1	4	3	4	3	5	3	1	1	1	1	5	1	4	2	5	2	10	4	10	5	20	10	36.8
307	28	1	3	2	2	2	4	4	2	5	3	2	3	3	2	3	4	4	4	4	5	4	2	3	1	1	4	3	4	3	3	5	2	2	5	2	4	5	4	4	2	5	4	4	2	5	2	5	2	4	4	3	1	2	4	4	5	4	5	1	5	4	5	4	5	3	3	3	4	5	3	5	4	4	4	4	4	2	3	2	1	3	4	4	2	2	2	1	0	0	0	0	0	0	0	0	2	1	7	3.5	32.4
